,catapro,dlkcat,mmkcat,turnup,unikp,CatPred
r_0018_ENZ_YGL202W_FWD,0.0,0.0,0.0996807622619753,0.2027485456030897,0.0697973954478228,0.0919182658122319
r_0018_ENZ_YJL060W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0018_ENZ_YJL060W_FWD,0.0705933377212636,0.1295569301583291,0.0,0.0,0.0,0.0
r_0019_ENZ_YHR063C,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0020_ENZ_YDR035W,0.0,0.0,0.0,0.0,0.0,0.0865995808583129
r_0020_ENZ_YBR249C,0.0665085813361522,0.1220603516598138,0.0939129144272385,0.1910168660571491,0.065758694829283,0.0
r_0021_ENZ_YDR204W_and_YGR255C_and_YLR201C_and_YML110C_and_YOL096C_and_YOR125C,0.0,0.0,0.0,0.0,0.0,0.0
r_0022_ENZ_YDR204W_and_YGR255C_and_YLR201C_and_YML110C_and_YOL096C_and_YOR125C,0.0,0.0,0.0,0.0,0.0,0.0
r_0023_ENZ_YGL009C_REV,0.0731092487877898,0.1341742740161521,0.1032333345158174,0.2099744018392547,0.0722849395318729,0.0951941865950968
r_0023_ENZ_YGL009C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0024_ENZ_YNL104C,0.0,0.0,0.0,0.0,0.0,0.0
r_0024_ENZ_YOR108W,0.0,0.0,0.0,0.0,0.0,0.0
r_0025_ENZ_YNL104C,0.0731092487877898,0.1341742740161521,0.1032333345158174,0.2099744018392547,0.0722849395318729,0.0951941865950968
r_0026_ENZ_YHR208W,0.0,0.0,5.761000570281283e-05,0.0,4.033906100375795e-05,0.0
r_0026_ENZ_YJR148W,4.079907192128425e-05,0.0,0.0,0.0,0.0,5.31237091036154e-05
r_0026_ENZ_YGL202W,0.0,0.0,0.0,0.0001171775235598,0.0,0.0
r_0026_ENZ_YHR137W,0.0,7.487678982265322e-05,0.0,0.0,0.0,0.0
r_0027_ENZ_YDR234W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0027_ENZ_YDR234W_FWD,0.0705933377212636,0.1295569301583291,0.0996807622619753,0.2027485456030897,0.0697973954478228,0.0919182658122319
r_0028_ENZ_YPR001W,0.0,0.0,0.0,0.0,0.0,0.0
r_0029,0.0731092487877898,0.1341742740161521,0.1032333345158174,0.2099744018392547,0.0722849395318729,0.0951941865950968
r_0030,0.0,0.0,0.0,0.0,0.0,0.0
r_0032_ENZ_YOL064C,0.0141744817762875,0.0260138195019478,0.0200153283484363,0.0407107512054187,0.0140149187872607,0.0184566633490972
r_0033_ENZ_YGL248W,0.0,0.0,0.0,0.0,0.0,0.0
r_0033_ENZ_YOR360C,0.0,0.0,0.0,0.0,0.0,0.0
r_0034_ENZ_YOR360C,0.0,0.0,0.0,0.0,0.0,0.0
r_0035_ENZ_YOR360C,0.0,0.0,0.0,0.0,0.0,0.0
r_0036_ENZ_YOR360C,0.0,0.0,0.0,0.0,0.0,0.0
r_0037_ENZ_YOR360C,0.0,0.0,0.0,0.0,0.0,0.0
r_0038_ENZ_YDR487C,0.0004294638887298,0.0007881766868339,0.0006064210756206,0.0012334475410814,0.0004246216688406,0.0005591969037771
