,catapro,dlkcat,mmkcat,turnup,unikp,CatPred
r_0760_ENZ_YFL017C,0.005069821352974,0.0093044260569737,0.0071588010045921,0.014560848643276,0.0050126589455305,0.0066013196398678
r_0761_ENZ_YJL071W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0761_ENZ_YJL071W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0761_ENZ_YMR062C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0761_ENZ_YMR062C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0762_ENZ_YDR428C,0.0013034229343784,0.0023921163034225,0.0018404880098111,0.0037435133793284,0.0012887267966529,0.001697162644737
r_0763_ENZ_YDR402C_and_YDR403W,0.0,0.0,0.0,0.0,0.0,0.0
r_0764_ENZ_YGL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0765_ENZ_YEL041W,0.0,0.0012886689378404,0.0,0.0020166868155317,0.0,0.0
r_0765_ENZ_YJR049C,0.0,0.0,0.0,0.0,0.0,0.0
r_0766_ENZ_YEL041W,0.0,0.0,0.0,0.0,0.0,0.0
r_0766_ENZ_YJR049C,0.0,0.0,0.0,0.0,0.0,0.0
r_0766_ENZ_YPL188W,0.0,0.0,0.0,0.0,0.0,0.0
r_0767_ENZ_YDL042C,0.0,0.0,0.0,0.0,0.0,0.0
r_0767_ENZ_YDR191W,0.0,0.0,0.0,0.0,0.0,0.0
r_0767_ENZ_YOL068C,0.0,0.0,0.0,0.0,0.0,0.0
r_0767_ENZ_YOR025W,0.0,0.0,0.0,0.0,0.0,0.0
r_0767_ENZ_YPL015C,0.0,0.0,0.0,0.0,0.0,0.0
r_0768_ENZ_YHR074W,0.0013034229343784,0.0023921163034225,0.0018408518624798,0.0037442534479006,0.0012889815696706,0.0016974981629008
r_0769_ENZ_YHR074W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0769_ENZ_YHR074W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0770_ENZ_YDL085W,0.0,23.642811751520654,0.0,31.024062298390163,0.0,0.0
r_0770_ENZ_YMR145C,7.432557061944571,0.0,18.16870076033733,0.0,2.0460586338632885,15.1372179682264
r_0771_ENZ_YEL041W,0.0,0.0,0.0,0.0,0.0006942564581133,0.0
r_0771_ENZ_YJR049C,0.0007021734879694,0.0,0.0009914985008538,0.0,0.0,0.000914286976601
r_0772_ENZ_YEL041W,0.0,0.0,0.0,0.0,0.0,0.0
r_0772_ENZ_YJR049C,0.0,0.0,0.0,0.0,0.0,0.0
r_0772_ENZ_YPL188W,0.0,0.0,0.0,0.0,0.0,0.0
r_0773_ENZ_YML120C,1.0614203730938403,0.0,0.0,4.03410477374284,0.9835401994993636,1.28881813964165
r_0774_ENZ_YOR209C,0.0,0.0,3.638526687575664e-07,7.400685722137601e-07,2.5477301767891097e-07,3.35518163830354e-07
r_0775_ENZ_YOR209C,0.0,0.0,0.0,0.0,0.0,0.0
r_0781_ENZ_YGL037C,0.0,0.0,3.638526687575664e-07,7.400685722137601e-07,2.5477301767891097e-07,3.35518163830354e-07
r_0782_ENZ_YLR285W,0.0,0.0,0.0,0.0,0.0,0.0
r_0783_ENZ_YCL047C,0.0,0.0,0.0,0.0,0.0,0.0
r_0783_ENZ_YLR328W,0.0,0.0,0.0,0.0,0.0,0.0
r_0784_ENZ_YGR010W,0.0,0.0,0.0,0.0,0.0,0.0
r_0784_ENZ_YLR328W,0.0,0.0,0.0,0.0,0.0,0.0
r_0785_ENZ_YGR010W,0.0,0.0023921163034225,0.0018408518624798,0.0037442534479006,0.0,0.0016974981629008
r_0785_ENZ_YLR328W,0.0013034229343784,0.0,0.0,0.0,0.0012889815696706,0.0
r_0786_ENZ_YFR047C,0.0013034229343784,0.0023921163034225,0.0018404880098111,0.0037435133793284,0.0012887267966529,0.001697162644737
r_0787_ENZ_YFR047C,0.0,0.0,0.0,0.0,0.0,0.0
r_0788_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0789_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0790_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0791_ENZ_YEL042W,0.0,0.0,0.0,0.0,0.0,0.0
r_0792_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0793_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0795_ENZ_YKL067W,0.0025474456093415,0.0,0.0035803443738157,0.0072979885694425,0.0025123760697759,0.0032962792490263
r_0796_ENZ_YKL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0797_ENZ_YKL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0798_ENZ_YKL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0799_ENZ_YKL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0800_ENZ_YKL067W,0.2265271815412618,0.3285378370767189,0.3198659088517528,0.6506004402059212,0.2239730798980856,0.233091569867325
r_0801_ENZ_YKL067W,0.0,0.0,0.0,0.0,0.0,0.0
r_0802_ENZ_YKL067W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0802_ENZ_YKL067W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0803_ENZ_YKL067W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0803_ENZ_YKL067W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0804_ENZ_YAL035W,0.0,0.0,0.0,0.0,0.0,0.0
r_0804_ENZ_YLL001W,0.0,0.0,0.0,0.0,0.0,0.0
r_0804_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0805_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0806_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0807_ENZ_YER005W,0.0,0.0,0.0,0.0,0.0,0.0
r_0810_ENZ_YEL042W,0.0,0.0,0.0,0.0,0.0,0.0
r_0811_ENZ_YKL067W,0.3333555144684118,0.706113382532392,0.4707120085134489,0.9574181914178286,0.3295969197537424,0.495984236904917
r_0812_ENZ_YLR303W,0.0,0.0,0.0,0.0,0.0,0.0
r_0813_ENZ_YLR303W,0.0141744817762875,0.0260138195019478,0.0200149644957676,0.0407100111368464,0.0140146640142431,0.0184563278309334
r_0815_ENZ_YLL058W,0.0,0.0,0.0,0.0,0.0,0.0
r_0815_ENZ_YML082W,0.0,0.0,0.0,0.0,0.0,0.0
r_0815_ENZ_YAL012W,0.0,0.0,0.0,0.0,0.0,0.0
r_0816_ENZ_YJL088W,0.0396378386505715,0.0727456281208301,0.0559702954789744,0.1138423879174735,0.0391909206774564,0.051611688962656
r_0817_ENZ_YKL184W,0.0,0.0,0.0,0.0,0.0,0.0
r_0818_ENZ_YMR062C,0.0396378386505715,0.0727456281208301,0.0559702954789744,0.1138423879174735,0.0391909206774564,0.051611688962656
r_0819_ENZ_YLR438W,0.0,0.0,0.0,0.0,0.0,0.0
r_0820_ENZ_YML106W_REV,0.0230339390550606,0.0422732021144936,0.0325248908327608,0.0661549346393496,0.0227742306121736,0.0299920615898016
r_0820_ENZ_YML106W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0820_ENZ_YMR271C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0820_ENZ_YMR271C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0821_ENZ_YEL021W,0.0230339390550606,0.0422732021144936,0.0325248908327608,0.0661549346393496,0.0227742306121736,0.0299920615898016
r_0831_ENZ_YDR148C_and_YFL018C_and_YIL125W_and_YFR049W,0.0,0.0,0.0,0.0,0.0,0.0
r_0831_ENZ_YDR148C_and_YFL018C_and_YIL125W,0.0,0.0,0.0,0.0,0.0,0.0
r_0832_ENZ_YDR148C_and_YFL018C_and_YIL125W_and_YFR049W,0.0,0.0,0.0,0.0,0.0,0.0
r_0832_ENZ_YDR148C_and_YFL018C_and_YIL125W,0.0,0.0,0.0,0.0,0.0,-1.9820941434582403e-15
r_0841_ENZ_YGR277C,0.0,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.03390610035359e-05,5.31237091036262e-05
r_0842_ENZ_YDR531W,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0843_ENZ_YIL145C,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036154e-05
r_0844_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
r_0845_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
r_0847_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,-1.0668698075461601e-17
r_0848_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
r_0849_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
r_0850_ENZ_YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
r_0851_ENZ_YGL202W_REV,0.0330274230206984,0.2659111494996184,0.0466361105526858,0.4161344264240217,0.032655037707671,0.0430043903051656
r_0851_ENZ_YGL202W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0852_ENZ_YFL022C_and_YLR060W,0.0330274230206984,0.0606138153503592,0.0466361105526858,0.0948568547488812,0.032655037707671,0.0430043903051656
r_0853_ENZ_YPR047W,0.0,0.0,0.0,0.0,0.0,0.0
r_0854_ENZ_YDR380W,0.0,0.0,0.0,0.0,0.0,0.0
r_0855_ENZ_YGL234W,0.0219892096454614,0.0403558549607418,0.0310500528141615,0.0631551455477924,0.0217415353350779,0.0286320744674493
r_0882_ENZ_YEL058W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0882_ENZ_YEL058W_FWD,0.005069821352974,0.0093044260569737,0.0071588010045921,0.014560848643276,0.0050126589455305,0.0066013196398678
r_0883_ENZ_YGR209C_and_YPR167C,0.0141744817762875,0.0260138195019478,0.0200153283484363,0.0407107512054187,0.0140149187872607,0.0184566633490972
r_0883_ENZ_YLR043C_and_YPR167C,0.0,0.0,0.0,0.0,0.0,0.0
r_0884_ENZ_YKR097W,0.0,0.0,0.0,0.0,0.0,0.0
r_0885_ENZ_YGR007W,-0.0,0.0,-0.0,0.0,-0.0,0.0
r_0886_ENZ_YGR240C_and_YMR205C,3.2716762915764503,0.1871989640258083,0.0,0.7928412693848172,6.970853398154746,0.0
r_0887_ENZ_YGR240C_and_YMR205C,0.3236398496103375,0.0,0.1458224629856843,0.0,0.0,0.161872700731063
r_0888_ENZ_YMR105C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0888_ENZ_YMR105C_FWD,0.3177045101473655,0.5830694844699237,0.4486121320768452,0.9124675138361964,0.314122381036435,0.41367710546252
r_0888_ENZ_YKL127W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0888_ENZ_YKL127W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0889_ENZ_YGR256W,0.0,10.73800237382062,0.0,0.0,0.9311430891925944,0.0
r_0889_ENZ_YHR183W,0.975869677881958,0.0,8.250804497411664,14.81909128518572,0.0,7.44433580150076
r_0890_ENZ_YEL058W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0890_ENZ_YEL058W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0891_ENZ_YER081W,0.0,0.0,0.0,0.7996740585893033,0.1588676751257853,0.209198140841247
r_0891_ENZ_YIL074C,0.160682312884781,0.294951732357599,0.2268883293843273,0.0,0.0,0.0
r_0892_ENZ_YCR012W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0892_ENZ_YCR012W_FWD,7.441151235168715,3.8164805709326295,2.936343381520109,6.31064787873059,14.178165139288623,2.70784729914546
r_0893_ENZ_YOR283W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0893_ENZ_YOR283W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0893_ENZ_YKL152C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0893_ENZ_YKL152C_FWD,7.2804689222839345,3.5215288385750307,2.709455052135782,5.510973820141286,14.019297464162838,2.49864915830421
r_0902_ENZ_YFL045C_REV,0.1507504185786504,0.2766657886081249,0.2128659321162175,0.4329647683831213,0.1490507025040342,0.19628930283663
r_0902_ENZ_YFL045C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0903_ENZ_YOL055C,0.0,0.0,3.638526687575664e-07,0.0,0.0,0.0
r_0903_ENZ_YPL258C,0.0,0.0,0.0,7.400685722137601e-07,2.5477301767891097e-07,0.0
r_0903_ENZ_YPR121W,0.0,0.0,0.0,0.0,0.0,0.0
r_0904_ENZ_YMR220W,0.0475125780103893,0.0871978000989182,0.0670897586937669,0.1364591390691271,0.0469768720843153,0.0619282511989008
r_0905_ENZ_YIL083C,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0906_ENZ_YKL088W_and_YKR072C_and_YOR054C,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0907_ENZ_YKL127W_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0907_ENZ_YKL127W_FWD,0.0,0.0,0.0425221565117729,0.0,0.0,0.0
r_0907_ENZ_YMR105C_REV,4.0799071921285984e-05,7.487678982265322e-05,0.0,0.0001171775235598,0.0,5.31237091036155e-05
r_0907_ENZ_YMR105C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0907_ENZ_YMR278W_REV,0.0,0.0,0.0,0.0,4.033906100375795e-05,0.0
r_0907_ENZ_YMR278W_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0908_ENZ_YAR015W,0.0219892096454614,0.0403558549607418,0.0310496889614927,0.0631544054792202,0.0217412805620602,0.0286317389492855
r_0909_ENZ_YCL030C,0.0163533833398672,0.0300126642485894,0.0230916651556658,0.0469679546948121,0.0161689983889052,0.02129343483798
r_0910_ENZ_YCL030C,0.0163533833398672,0.0300126642485894,0.0230916651556658,0.0469679546948121,0.0161689983889052,0.02129343483798
r_0911_ENZ_YOR128C,0.0219892096454614,0.0403558549607418,0.0310496889614927,0.0631544054792202,0.0217412805620602,0.0286317389492855
r_0912_ENZ_YLR028C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0912_ENZ_YLR028C_FWD,0.0383425929853287,0.0703685192093312,0.0541413541171586,0.1101223601740324,0.0379102789509654,0.0499251737872655
r_0912_ENZ_YMR120C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0912_ENZ_YMR120C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0913_ENZ_YDR007W,0.0083084924516786,0.01524822045578,0.0117319408256522,0.0238625175563098,0.0082148139179199,0.010818332753831
r_0914_ENZ_YGL234W,0.0219892096454614,0.0403558549607418,0.0310500528141615,0.0631551455477924,0.0217415353350779,0.0286320744674493
r_0915_ENZ_YMR300C,0.0219892096454614,0.0403558549607418,0.0310500528141615,0.0631551455477924,0.0217415353350779,0.0286320744674493
r_0916_ENZ_YKL181W_and_YER099C,0.0,0.1302820580830274,0.0,0.2038848058861647,0.0,0.0
r_0916_ENZ_YKL181W_and_YHL011C,0.0,0.0,0.0,0.0,0.0,0.0
r_0916_ENZ_YKL181W_and_YBL068W,0.0,0.0,0.0,0.0,0.0,0.0924334018119629
r_0916_ENZ_YER099C_and_YOL061W,0.0709884474264465,0.0,0.142819168008196,0.0,0.0701885598237473,0.0
r_0916_ENZ_YBL068W_and_YOL061W,0.0,0.0,0.0,0.0,0.0,0.0
r_0917_ENZ_YGR208W,0.160682312884781,0.294951732357599,0.2268883293843273,0.7996740585893033,0.1588676751257853,0.209198140841247
r_0918_ENZ_YOR184W,0.160682312884781,0.294951732357599,0.2268883293843273,0.7996740585893033,0.1588676751257853,0.209198140841247
r_0919_ENZ_YBR183W,0.0,0.0,0.0,0.0,0.0,0.0
r_0920_ENZ_YDR402C,0.0,0.0,0.0,0.0,0.0,0.0
r_0921_ENZ_YDR294C,0.0,0.0,0.0,0.0,0.0,0.0
r_0922_ENZ_YDR297W,0.0,0.0,0.0,0.0,0.0,0.0
r_0929_ENZ_YMR020W,0.0,0.0,0.0,0.0,0.0,0.0
r_0935_ENZ_YGL040C,0.0,0.0,0.0,0.0,0.0,0.0
r_0936_ENZ_YMR020W,0.0,0.0,0.0,0.0,0.0,0.0
r_0937_ENZ_YMR020W,4.079907192128425e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_0938_ENZ_YNL316C,0.0330274230206984,0.0606138153503592,0.0466361105526858,0.0948568547488812,0.032655037707671,0.0430043903051656
r_0939_ENZ_YBR166C,0.0251590518575621,0.0461733306509766,0.0355256394994758,0.0722583934622058,0.0248753826958603,0.0327591312562425
r_0940_ENZ_YLR142W,0.0,0.0,0.0,0.0,0.0,0.0
r_0941_ENZ_YHR020W,0.0406244701530932,0.0745563506732745,0.057363460661663,0.1166760562017572,0.0401664278763751,0.0528963634041111
r_0942_ENZ_YER014W,0.0,0.0,0.0,0.0,0.0,0.0
r_0943_ENZ_YLR209C,0.0,0.0,0.0,0.0,0.0,0.0
r_0949_ENZ_YLR209C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0949_ENZ_YLR209C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0950_ENZ_YLR209C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0950_ENZ_YLR209C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0951_ENZ_YLR209C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0951_ENZ_YLR209C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_0953_ENZ_YBR035C,0.0,0.0,0.0,0.0,0.0,0.0
r_0954_ENZ_YBR035C,0.0,0.0,0.0,0.0,0.0,0.0
r_0955_ENZ_YBR035C,0.0,0.0,0.0,0.0,0.0,0.0
r_0956_ENZ_YBR035C,0.0,0.0,0.0,0.0,0.0,0.0
r_0957_ENZ_YER023W,0.0406244701530932,0.0745563506732745,0.057363460661663,0.1166760562017572,0.0401664278763751,0.0528963634041111
r_0958_ENZ_YBR218C,0.0,0.0,0.0,0.0,0.0,0.675063222209449
r_0958_ENZ_YGL062W,0.5184901584841652,0.9514879111286232,0.7320723032604082,1.4890194596652988,0.5126038253276562,0.0
r_0959_ENZ_YGR087C,0.0,0.0,0.0,0.0,0.0,0.0
r_0959_ENZ_YLR044C,0.0,0.5403641240561907,0.4157547397821142,0.0,0.0,0.383378435485395
r_0959_ENZ_YLR134W,5.656002065570322,0.0,0.0,0.8456362783109428,12.413227204393024,0.0
r_0960_ENZ_YGR087C,0.0,0.0,0.0,0.0,0.0,0.0
r_0960_ENZ_YLR044C,0.0,0.0,0.0,0.0,0.0,0.0
r_0960_ENZ_YLR134W,0.0,0.0,0.0,0.0,0.0,0.0
r_0961_ENZ_YBR221C_and_YER178W_and_YFL018C_and_YGR193C_and_YNL071W,0.583451405747017,1.070708506815179,0.8238003168899322,1.6755922840741768,0.5768326323277155,0.759837082119485
r_0962_ENZ_YAL038W,7.14745175961163,3.2774081352554028,0.0,5.128940088026988,0.0,2.32544999658759
r_0962_ENZ_YOR347C,0.0,0.0,2.521629223281305,0.0,13.887780074504272,0.0
r_0963_ENZ_YDR204W_and_YGR255C_and_YLR201C_and_YML110C_and_YOL096C_and_YOR125C,0.0,0.0,0.0,0.0,0.0,0.0
r_0964_ENZ_YDR135C,0.0,0.0,0.0,0.0,0.0,0.0
r_0965_ENZ_YDR236C,0.0,3.940883448506627e-06,0.0,0.0,0.0,0.0
r_0966_ENZ_YDR236C,0.0,0.0,0.0,0.0,0.0,0.0
r_0967_ENZ_YOL143C,0.0004294638887298,0.0007881766868339,0.0006064210756206,0.0012334475410814,0.0004246216688406,0.0005591969037771
r_0968_ENZ_YBR256C,0.0002147319443649,0.0003940883434169,0.0003032105378103,0.0006167237705407,0.0002123108344203,0.0002795984518885
r_0969_ENZ_YCR036W,0.0,0.0,0.0,0.0,0.0,0.0
r_0970_ENZ_YGR209C,0.0007437026564255,0.0014187180529318,0.0010501394335746,0.0,0.0007353173837889,0.0
r_0971_ENZ_YGR209C,0.0,0.0,0.0,0.0,0.0,0.0
r_0972_ENZ_YGR209C,0.0,0.0,0.0,0.0,0.0,0.0
r_0973_ENZ_YGR209C,0.0,0.0023645301493903,0.0,0.0,0.0,0.0
r_0974_ENZ_YER070W,2.9332352349989432e-05,0.0,4.141851533822835e-05,0.0022202055999726,2.9001629083903743e-05,0.001006554438598
r_0974_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0974_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0974_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0975_ENZ_YER070W,0.0,0.0,0.0,0.0,0.0,0.0
r_0975_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0975_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0975_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0976_ENZ_YER070W,0.0012883917146233,0.0,0.0018192632952525,0.0037003427623491,0.0012738650544097,0.0016775907743961
r_0976_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0976_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0976_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0977_ENZ_YER070W,0.0,0.0,0.0,0.0,0.0,0.0
r_0977_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0977_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0977_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0978_ENZ_YER070W,0.0005153567058477,0.0009458120964584,0.0007277053463397,0.0014801371623765,0.0005095460415368,0.000671036335798
r_0978_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0978_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0978_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0979_ENZ_YER070W,0.0,0.0,0.0,0.0,0.0,0.0
r_0979_ENZ_YGR180C,0.0,0.0,0.0,0.0,0.0,0.0
r_0979_ENZ_YIL066C,0.0,0.0,0.0,0.0,0.0,0.0
r_0979_ENZ_YJL026W,0.0,0.0,0.0,0.0,0.0,0.0
r_0982_ENZ_YOR095C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0982_ENZ_YOR095C_FWD,0.3946690961087054,3.706662806179768,2.8482350045853773,5.138959556840413,0.3789783200408463,2.57178307883248
r_0983_ENZ_YNL129W,0.0,0.0,0.0,0.0,0.0,0.0
r_0984_ENZ_YJL121C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0984_ENZ_YJL121C_FWD,0.5807711178845227,7.0305513909540185,5.401963071750667,9.678898280804226,0.5517401474829073,4.87199352576451
r_0985_ENZ_YDR204W_and_YGR255C_and_YLR201C_and_YML110C_and_YOL096C_and_YOR125C,0.0,0.0,0.0,0.0,0.0,0.0
r_0986_ENZ_YML008C,0.0,0.0,0.0,0.0,0.0,0.0
r_0987_ENZ_YJL068C,0.0,0.0,0.0,0.0,0.0,0.0
r_0988_ENZ_YIR034C,0.0705933377212636,0.1295569301583291,0.0996807622619753,0.2027485456030897,0.0697973954478228,0.0919182658122319
r_0989_ENZ_YNR050C,0.0705933377212636,0.1295569301583291,0.0996807622619753,0.2027485456030897,0.0697973954478228,0.0919182658122319
r_0990_ENZ_YKL060C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_0990_ENZ_YKL060C_FWD,0.3236398496103375,0.0,0.1458224629856843,0.0,0.0,0.161872700731063
r_0992_ENZ_YHR013C_and_YDL040C_and_YOR253W,0.0,0.0,0.0,0.0,0.0,0.0
r_0993_ENZ_YMR296C_and_YKL212W_and_YDR062W_and_YGR038W_and_YLR350W_and_YBR058C-A,0.0,0.0,0.0,0.0,0.0,0.0
r_0995_ENZ_YDR023W,0.0457302760495541,0.0839268176221763,0.0645730733552927,0.1313402547374118,0.0452146656384459,0.0
r_0995_ENZ_YHR011W,0.0,0.0,0.0,0.0,0.0,0.0595445378455809
r_0996_ENZ_YDR127W,0.0665085813361522,0.1220603516598138,0.0939129144272385,0.1910168660571491,0.065758694829283,0.0865995808583129
r_0997_ENZ_YDR127W,0.0665085813361522,0.1220603516598138,0.0939129144272385,0.1910168660571491,0.065758694829283,0.0865995808583129
r_0998_ENZ_YBR213W,0.0,0.0,0.0,0.0,0.0,0.0
r_0999_ENZ_YBR213W,0.0,0.0,0.0,0.0,0.0,0.0
r_1000_ENZ_YEL047C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1000_ENZ_YEL047C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_1001_ENZ_YPR069C,0.0,0.0,0.0,0.0,0.0,0.0
r_1002_ENZ_YLR146C,4.0799071921285984e-05,7.487678982265322e-05,5.761000570281283e-05,0.0001171775235598,4.033906100375795e-05,5.31237091036155e-05
r_1003_ENZ_YDR294C,0.0,0.0,0.0,0.0,0.0,0.0
r_1004_ENZ_YJL134W,0.0,0.0,0.0,0.0,0.0,0.0
r_1004_ENZ_YKR053C,0.0,0.0,0.0,0.0,0.0,0.0
r_1005_ENZ_YJL134W,0.0,0.0,0.0,0.0,0.0,0.0
r_1005_ENZ_YKR053C,0.0,0.0,0.0,0.0,0.0,0.0
r_1006_ENZ_YLR260W,0.0,0.0,0.0,0.0,0.0,0.0
r_1006_ENZ_YOR171C,0.0,0.0,0.0,0.0,0.0,0.0
r_1007_ENZ_YLR260W,0.0,0.0,0.0,0.0,0.0,0.0
r_1007_ENZ_YOR171C,0.0,0.0,0.0,0.0,0.0,0.0
r_1008_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1008_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_1009_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1009_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_1010_ENZ_YGR175C,0.0,0.0,0.0,0.0,0.0,0.0
r_1011_ENZ_YGR175C,0.0079187630017315,0.014532966683153,0.0111816264489611,0.0227431898448545,0.0078294786807192,0.0103213751998168
r_1012_ENZ_YHR190W,0.0079187630017315,0.014532966683153,0.0111816264489611,0.0227431898448545,0.0078294786807192,0.0103213751998168
r_1021_ENZ_YDR178W_and_YJL045W_and_YKL141W_and_YLL041C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1021_ENZ_YDR178W_and_YJL045W_and_YKL141W_and_YLL041C_FWD,0.0,0.0,0.0,0.0,0.0,0.0
r_1021_ENZ_YDR178W_and_YKL141W_and_YKL148C_and_YLL041C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1021_ENZ_YDR178W_and_YKL141W_and_YKL148C_and_YLL041C_FWD,0.0,0.0422732021144936,0.0,0.0,0.0,0.0
r_1021_ENZ_YLR164W_and_YJL045W_and_YKL141W_and_YLL041C_REV,0.0,0.0,0.0,0.0,0.0,0.0
r_1021_ENZ_YLR164W_and_YJL045W_and_YKL141W_and_YLL041C_FWD,0.0230339390550606,0.0,0.0325248908327608,0.0661549346393496,0.0227742306121736,0.0299920615898017
r_1022_ENZ_YGR244C_and_YOR142W,0.0,0.0,0.0,0.0,0.0,0.0
r_1023_ENZ_YBR006W,0.0,0.0,0.0,0.0,0.0,0.0
r_1024_ENZ_YIL162W,0.0,0.0,0.0,0.0,0.0,0.0
